L1,L2,L3,L4,R1,R2,R3,R4,R5,original_row_index,old_LR_ID,new_LR_ID,ligand_complex_key,receptor_complex_key,LR_complex_key,interaction_class,ligand_component_count,receptor_component_count,LR_simplex_key,src_CellChatDB,src_NicheNet,src_CellPhoneDB,src_CellTalkDB,src_CITEdb,src_connectomeDB2020,src_exFINDER,src_ICELLNET,src_NATMI,src_STRING,src_SingleCellSignalR,src_LIANA_plus,src_connectomeDB2025,source_databases,source_database_count,resource_membership_count,primary_source_count,legacy_sources,update_sources,LIANA_consensus_member,LIANA_underlying_sources,LIANA_references,ConnectomeDB2025_member,ConnectomeDB2025_exact_support,ConnectomeDB2025_match_type,ConnectomeDB2025_component_support,ConnectomeDB2025_component_support_complete,ConnectomeDB2025_evidence,ConnectomeDB2025_PMIDs,ConnectomeDB2025_component_PMIDs,unique_PMIDs,PMID_count,experimental_evidence_count,species_support_type,orthology_inferred,orthology_source,gene_symbol_mapping_status,is_valid_LR,provenance_status,previously_removed_invalid_source,rescued_by_valid_source,quality_flags,related_complex_id,legacy_member,legacy_contexts,legacy_files,species,species_scientific_name,taxid,context,context_assignment,ConnectomeDB2025_evidence_all,ConnectomeDB2025_evidence_best,n_exact_duplicates_merged,merged_from_row_indices,n_contained_interactions_removed_under_this_LR
GDF5,,,,BMPR1A,ACVR2A,,,,15,DEVCOMLR:9606:A8A36CC032D6,human_disease_LR000011,GDF5,ACVR2A|BMPR1A,GDF5>>ACVR2A|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,22710174;26893264;27481709,0,0,component_support,1,1,,,8702914;9525338;19956691,22710174;26893264;27481709;8702914;9525338;19956691,6,6,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF5,,,,BMPR1A,ACVR2B,,,,16,DEVCOMLR:9606:9A149044BFBB,human_disease_LR000012,GDF5,ACVR2B|BMPR1A,GDF5>>ACVR2B|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,component_support,1,1,,,8702914;9525338;19735544;19956691,26893264;27481709;8702914;9525338;19735544;19956691,6,6,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF5,,,,BMPR1A,BMPR2,,,,17,DEVCOMLR:9606:A3CB934DCFA2,human_disease_LR000013,GDF5,BMPR1A|BMPR2,GDF5>>BMPR1A|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,9525338;11282024;26893264;27481709,0,0,component_support,1,1,,,8702914;9525338;19956691,9525338;11282024;26893264;27481709;8702914;19956691,6,6,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,2
GDF5,,,,BMPR1B,ACVR2A,,,,18,DEVCOMLR:9606:61ED853D49A1,human_disease_LR000014,GDF5,ACVR2A|BMPR1B,GDF5>>ACVR2A|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,8702914;26893264;27252362;27481709,0,0,component_support,1,1,,,8702914;11282024;15569154;19735544;19956691,8702914;26893264;27252362;27481709;11282024;15569154;19735544;19956691,8,8,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF5,,,,BMPR1B,ACVR2B,,,,19,DEVCOMLR:9606:4E38C319F591,human_disease_LR000015,GDF5,ACVR2B|BMPR1B,GDF5>>ACVR2B|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,8702914;26893264;27252362;27481709,0,0,component_support,1,1,,,8702914;11282024;15569154;19735544;19956691,8702914;26893264;27252362;27481709;11282024;15569154;19735544;19956691,8,8,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF5,,,,BMPR1B,BMPR2,,,,20,DEVCOMLR:9606:BA5AC6B42D4F,human_disease_LR000016,GDF5,BMPR1B|BMPR2,GDF5>>BMPR1B|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS,8702914;9525338;11282024;15569154;26893264;27252362;27481709,0,0,component_support,1,1,,,8702914;9525338;11282024;15569154;19735544;19956691,8702914;9525338;11282024;15569154;26893264;27252362;27481709;19735544;19956691,9,9,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,2
GDF6,,,,BMPR1A,ACVR2A,,,,21,DEVCOMLR:9606:EFB98D72D08E,human_disease_LR000017,GDF6,ACVR2A|BMPR1A,GDF6>>ACVR2A|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,component_support,1,1,,,16049014;21702718,26893264;27481709;16049014;21702718,4,4,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF6,,,,BMPR1A,ACVR2B,,,,22,DEVCOMLR:9606:8719F857AC3E,human_disease_LR000018,GDF6,ACVR2B|BMPR1A,GDF6>>ACVR2B|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,component_support,1,1,,,16049014;21702718,26893264;27481709;16049014;21702718,4,4,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF6,,,,BMPR1A,BMPR2,,,,23,DEVCOMLR:9606:8C2B2509E6F7,human_disease_LR000019,GDF6,BMPR1A|BMPR2,GDF6>>BMPR1A|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS,9525338;16049014;26893264;27481709,0,0,component_support,1,1,,,9525338;16049014;21702718,9525338;16049014;26893264;27481709;21702718,5,5,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,2
GDF6,,,,BMPR1B,ACVR2A,,,,24,DEVCOMLR:9606:4125DB646246,human_disease_LR000020,GDF6,ACVR2A|BMPR1B,GDF6>>ACVR2A|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,26893264;27252362;27481709,0,0,component_support,1,1,,,9525338;16049014;21702718,26893264;27252362;27481709;9525338;16049014;21702718,6,6,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF6,,,,BMPR1B,ACVR2B,,,,25,DEVCOMLR:9606:65C59BD66438,human_disease_LR000021,GDF6,ACVR2B|BMPR1B,GDF6>>ACVR2B|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,26893264;27252362;27481709,0,0,component_support,1,1,,,9525338;16049014;21702718,26893264;27252362;27481709;9525338;16049014;21702718,6,6,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF6,,,,BMPR1B,BMPR2,,,,26,DEVCOMLR:9606:EEA631D06CF3,human_disease_LR000022,GDF6,BMPR1B|BMPR2,GDF6>>BMPR1B|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS,9525338;16049014;26893264;27252362;27481709,0,0,component_support,1,1,,,9525338;16049014;21702718,9525338;16049014;26893264;27252362;27481709;21702718,6,6,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,2
GDF7,,,,BMPR1A,ACVR2A,,,,27,DEVCOMLR:9606:5EC527A058B7,human_disease_LR000023,GDF7,ACVR2A|BMPR1A,GDF7>>ACVR2A|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,component_support,1,1,,,16049014;21702718,26893264;27481709;16049014;21702718,4,4,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF7,,,,BMPR1A,ACVR2B,,,,28,DEVCOMLR:9606:B7C365CDA9D8,human_disease_LR000024,GDF7,ACVR2B|BMPR1A,GDF7>>ACVR2B|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,22710174;26893264;27481709,0,0,component_support,1,1,,,16049014;21702718,22710174;26893264;27481709;16049014;21702718,5,5,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF7,,,,BMPR1A,BMPR2,,,,29,DEVCOMLR:9606:24D48488D1CC,human_disease_LR000025,GDF7,BMPR1A|BMPR2,GDF7>>BMPR1A|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS,16049014;26893264;27481709,0,0,component_support,1,1,,,16049014;21702718,16049014;26893264;27481709;21702718,4,4,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,2
GDF7,,,,BMPR1B,ACVR2A,,,,30,DEVCOMLR:9606:06E7D793B3CC,human_disease_LR000026,GDF7,ACVR2A|BMPR1B,GDF7>>ACVR2A|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS,16049014;26893264;27252362;27481709,0,0,component_support,1,1,,,16049014;21702718,16049014;26893264;27252362;27481709;21702718,5,5,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF7,,,,BMPR1B,ACVR2B,,,,31,DEVCOMLR:9606:A980E25272D1,human_disease_LR000027,GDF7,ACVR2B|BMPR1B,GDF7>>ACVR2B|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET;KEGG-MEDICUS,26893264;27252362;27481709,0,0,component_support,1,1,,,16049014;21702718,26893264;27252362;27481709;16049014;21702718,5,5,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
GDF7,,,,BMPR1B,BMPR2,,,,32,DEVCOMLR:9606:DE0029AF503A,human_disease_LR000028,GDF7,BMPR1B|BMPR2,GDF7>>BMPR1B|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS,16049014;26893264;27252362;27481709,0,0,component_support,1,1,,,16049014;21702718,16049014;26893264;27252362;27481709;21702718,5,5,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,2
BMP5,,,,ACVR1,ACVR2A,,,,34,DEVCOMLR:9606:8DDB6E7270FB,human_disease_LR000029,BMP5,ACVR1|ACVR2A,BMP5>>ACVR1|ACVR2A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,,0,0,,,,26893264;27481709,2,2,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,0
BMP5,,,,ACVR1,ACVR2B,,,,35,DEVCOMLR:9606:86945060382A,human_disease_LR000030,BMP5,ACVR1|ACVR2B,BMP5>>ACVR1|ACVR2B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,,0,0,,,,26893264;27481709,2,2,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,0
BMP5,,,,ACVR1,BMPR2,,,,36,DEVCOMLR:9606:88FD95ABBAA5,human_disease_LR000031,BMP5,ACVR1|BMPR2,BMP5>>ACVR1|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET;KEGG-MEDICUS,26893264;27252362;27481709,0,0,,0,0,,,,26893264;27252362;27481709,3,3,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,0
BMP5,,,,BMPR1A,ACVR2A,,,,37,DEVCOMLR:9606:995E9016EB90,human_disease_LR000032,BMP5,ACVR2A|BMPR1A,BMP5>>ACVR2A|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,,0,0,,,,26893264;27481709,2,2,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,0
BMP5,,,,BMPR1A,ACVR2B,,,,38,DEVCOMLR:9606:55DFD6B0F41F,human_disease_LR000033,BMP5,ACVR2B|BMPR1A,BMP5>>ACVR2B|BMPR1A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,,0,0,,,,26893264;27481709,2,2,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,0
BMP5,,,,BMPR1A,BMPR2,,,,39,DEVCOMLR:9606:E47CF3FEF457,human_disease_LR000034,BMP5,BMPR1A|BMPR2,BMP5>>BMPR1A|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET;KEGG-MEDICUS,11580864;26893264;27252362;27481709,0,0,,0,0,,,,11580864;26893264;27252362;27481709,4,4,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,0
BMP5,,,,BMPR1B,ACVR2A,,,,40,DEVCOMLR:9606:07B53130EBCF,human_disease_LR000035,BMP5,ACVR2A|BMPR1B,BMP5>>ACVR2A|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET;KEGG-MEDICUS,26893264;27252362;27481709,0,0,,0,0,,,,26893264;27252362;27481709,3,3,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,0
BMP5,,,,BMPR1B,ACVR2B,,,,41,DEVCOMLR:9606:B17F16F80CFD,human_disease_LR000036,BMP5,ACVR2B|BMPR1B,BMP5>>ACVR2B|BMPR1B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET;KEGG-MEDICUS,26893264;27252362;27481709,0,0,,0,0,,,,26893264;27252362;27481709,3,3,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,0
BMP5,,,,BMPR1B,BMPR2,,,,42,DEVCOMLR:9606:073C6DF0A066,human_disease_LR000037,BMP5,BMPR1B|BMPR2,BMP5>>BMPR1B|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET;KEGG-MEDICUS,26893264;27252362;27481709,0,0,,0,0,,,,26893264;27252362;27481709,3,3,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,multiple_sources;complex_interaction,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,0
BMP6,,,,ACVR1,ACVR2A,,,,43,DEVCOMLR:9606:CA1D8B0C3620,human_disease_LR000038,BMP6,ACVR1|ACVR2A,BMP6>>ACVR1|ACVR2A,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,component_support,1,1,,,10504300,26893264;27481709;10504300,3,3,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
BMP6,,,,ACVR1,ACVR2B,,,,44,DEVCOMLR:9606:C4D70476B9C6,human_disease_LR000039,BMP6,ACVR1|ACVR2B,BMP6>>ACVR1|ACVR2B,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;ICELLNET;KEGG-MEDICUS,26893264;27481709,0,0,component_support,1,1,,,10504300,26893264;27481709;10504300,3,3,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development,human_L_R_development.csv,human,Homo sapiens,9606,disease,generic_prior_receptor_in_context_RTF,,,0,,2
BMP6,,,,ACVR1,BMPR2,,,,45,DEVCOMLR:9606:14F0C1A3F9FE,human_disease_LR000040,BMP6,ACVR1|BMPR2,BMP6>>ACVR1|BMPR2,receptor_complex,1,2,,1,0,1,0,0,0,0,1,0,0,0,1,0,CellChatDB;CellPhoneDB;ICELLNET;LIANA+,4,4,3,CellChatDB;CellPhoneDB;ICELLNET,LIANA+,1,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS,12297674;26893264;27252362;27481709,0,0,component_support,1,1,,,10504300,12297674;26893264;27252362;27481709;10504300,5,5,Legacy_native,0,,HGNC_symbols_from_LIANA,1,legacy_plus_LIANA,0,0,component_only_support;multiple_sources;complex_interaction;dominant_complex,,1,development;disease,human_L_R_development.csv;human_L_R_disease.csv,human,Homo sapiens,9606,disease,legacy_context_member,,,0,,2
